,Date,Title,Body,DJIA Value,DJIA Delta,NASDAQCOM Value,NASDAQCOM Delta,SP500 Value,SP500 Delta
0,2017-01-23,Presidential Memorandum Regarding the Hiring Freeze,"MEMORANDUM FOR THE HEADS OF EXECUTIVE DEPARTMENTS AND AGENCIESSUBJECT:          Hiring FreezeBy the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby order a freeze on the hiring of Federal civilian employees to be applied across the board in the executive branch. As part of this freeze, no vacant positions existing at noon on January 22, 2017, may be filled and no new positions may be created, except in limited circumstances. This order does not include or apply to military personnel. The head of any executive department or agency may exempt from the hiring freeze any positions that it deems necessary to meet national security or public safety responsibilities. In addition, the Director of the Office of Personnel Management (OPM) may grant exemptions from this freeze where those exemptions are otherwise necessary.Within 90 days of the date of this memorandum, the Director of the Office of Management and Budget (OMB), in consultation with the Director of OPM, shall recommend a long-term plan to reduce the size of the Federal Government's workforce through attrition. This order shall expire upon implementation of the OMB plan.Contracting outside the Government to circumvent the intent of this memorandum shall not be permitted.This hiring freeze applies to all executive departments and agencies regardless of the sources of their operational and programmatic funding, excepting military personnel.In carrying out this memorandum, I ask that you seek efficient use of existing personnel and funds to improve public services and the delivery of these services. Accordingly, this memorandum does not prohibit making reallocations to meet the highest priority needs and to ensure that essential services are not interrupted and national security is not affected.This memorandum does not limit the nomination and appointment of officials to positions requiring Presidential appointment or Senate confirmation, the appointment of officials to non-career positions in the Senior Executive Service or to Schedule C positions in the Excepted Service, or the appointment of any other officials who serve at the pleasure of the appointing authority. Moreover, it does not limit the hiring of personnel where such a limit would conflict with applicable law. This memorandum does not revoke any appointment to Federal service made prior to January 22, 2017.This memorandum does not abrogate any collective bargaining agreement in effect on the date of this memorandum.DONALD J. TRUMP",19799.85,-27.400000000001455,5552.94,-2.3900000000003274,2265.2,-6.110000000000127
1,2017-01-23,Presidential Memorandum Regarding Withdrawal of the United States from the Trans-Pacific Partnership Negotiations and Agreement,"MEMORANDUM FOR THE UNITED STATES TRADE REPRESENTATIVESUBJECT:          Withdrawal of the United States from the                  Trans-Pacific Partnership Negotiations                  and AgreementIt is the policy of my Administration to represent the American people and their financial well-being in all negotations, particularly the American worker, and to create fair and economically beneficial trade deals that serve their interests. Additionally, in order to ensure these outcomes, it is the intention of my Administration to deal directly with individual countries on a one-on-one (or bilateral) basis in negotiating future trade deals. Trade with other nations is, and always will be, of paramount importance to my Administration and to me, as President of the United States.Based on these principles, and by the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby direct you to withdraw the United States as a signatory to the Trans-Pacific Partnership (TPP), to permanently withdraw the United States from TPP negotiations, and to begin pursuing, wherever possible, bilateral trade negotiations to promote American industry, protect American workers, and raise American wages.You are directed to provide written notification to the Parties and to the Depository of the TPP, as appropriate, that the United States withdraws as a signatory of the TPP and withdraws from the TPP negotiating process.You are authorized and directed to publish this memorandum in the Federal Register.DONALD J. TRUMP",19799.85,-27.400000000001455,5552.94,-2.3900000000003274,2265.2,-6.110000000000127
2,2017-01-24,Memorandum: Implementation of Regulatory Freeze,"M-17-16MEMORANDUM FOR THE HEADS AND ACTING HEADS OF EXECUTIVE DEPARTMENTS AND AGENCIESFROM: Mark Sandy,Acting DirectorSUBJECT: Implementation of Regulatory FreezeThis Memorandum provides guidance on implementing the Memorandum of January 20, 2017, entitled ""Regulatory Freeze Pending Review"" (""Freeze Memo"").Postponement of Effective Dates of Certain Published RegulationsParagraph 3 of the Freeze Memo instructs your departments and agencies (""agencies"") as follows:With respect to regulations that have been published in the [Federal Register] but have not taken effect, as permitted by applicable law, temporarily postpone their effective date for 60 days from the date of this memorandum, subject to the exceptions described in paragraph 1, for the purpose of reviewing questions of fact, law, and policy they raise. Where appropriate and as permitted by applicable law, you should consider proposing for notice and comment a rule to delay the effective date for regulations beyond that 60 day period. In cases where the effective date has been delayed in order to review questions of fact, law, or policy, you should consider potentially proposing further notice-and-comment rulemaking.Your agency staff has identified or should promptly identify regulation[1] that have been published in the Federal Register but have not yet taken effect. For such regulations, paragraph 3 of the Freeze Memo instructs your agency to undertake several actions.First, absent applicable exceptions (discussed below), postpone for 60 days the effective dates of regulations that have been published but have not yet taken effect for the purpose of reviewing questions of fact, law, and policy ""as permitted by applicable law."" To the maximum extent possible, your explanations for postponement should be individualized to the regulation being postponed. In addition, the Administrative Procedure Act generally establishes procedural requirements for agencies promulgating rules, subject to certain exceptions and exemptions. Please consult with your agency's Office of General Counsel as you implement the Freeze Memo and this Memorandum.Second, consider postponing the effective date beyond 60 days where appropriate. If such a postponement is appropriate, seek comment on the extended postponement, in accordance with the FreezeMemo.[2] If your agency takes comment on the initial 60-day postponement, e.g., by issuing a notice of proposed rulemaking, consider using the same action to take comment on an extended postponement. In addition, please consider taking comment on the regulation itself, including about questions of fact, law, and policy that the agency should recognize as it considers whether the regulation raises any substantial questions.Finally, if during your review you determine a regulation raises no substantial question of fact, law, or policy, please provide your Office of lnformation and Regulatory Affairs (OIRA) Desk Officer a list of such regulations on which you plan to take no further action no later than two weeks prior to the postponed effective date for those regulations. Alternately, if you determine a regulation raises a substantial question of fact, law, or policy, please notify your OIRA Desk Officer promptly and consider whether you agency should perform additional rulemaking or take other further actions. If your agency determines it should take further actions, please consult with your OIRA Desk Officer in accordance with the Freeze Memo.Actions Related to the Federal Register and OIRASubject to any exceptions, withdraw all regulations that have been sent to the Office of the Federal Register (OFR) but have not yet been published. This will allow review of those regulations as the Freeze Memo envisions. To facilitate such withdrawals, please see an example withdrawal letter in Appendix A.Note that the OFR's specific requirements for the withdrawal of documents depend on whether those documents have been filed for public inspection. Some of those requirements are particularly time sensitive. Specifically, for those regulations that have been filed for public inspection but not published, Chapter 4.3 of the Federal Register Document Drafting Handbook requires the following for withdrawals:If we have filed the document for public inspection, your [Federal Register] Liaison Officer may withdraw it from publication only by submitting a letter requesting the withdrawal .... An official with authority to sign Federal Register documents or the Liaison Officer must sign this letter.The Liaison Officer must e-mail the OFR at fedreg.liaison@nara.gov as soon as possible to confirm that the letter has been sent. In addition:The letter must reach the OFR during regular office hours (8:45 a.m. to 5:15 p.m. ET) before noon on the workday before the document's scheduled publication date. We will not withdraw the document until we receive your letter.Thus, if it has not already done so, your agency should submit withdrawal letters to the OFR as soon as possible.In addition, subject to any exceptions, send no further regulations to the OFR until an agency head appointed or designated by the President after noon on January 20, 2017, reviews and approves the regulations.[3] Also, consistent with the Freeze Memo's direction to comply with applicable Executive Orders (EOs) concerning regulatory management, please continue to follow the process outlined in EO12866 to determine whether any such approved regulation is significant and therefore subject to OIRA review.Finally, consistent with the Freeze Memo's broad scope, and to ensure that OIRA reviews only those regulations that have already been reviewed by the appropriate person at each agency, I am requesting that your agency withdraw any regulations currently at OIRA.ExceptionsThere are two exceptions to the above directions. First, exclude from those actions any regulations ""subject to statutory or judicial deadlines."" These are regulations where performing the otherwise required review actions would endanger compliance with an operative statutory or judicial deadline. For example, agency civil monetary penalty adjustments that were due this month [4] and were not significant regulatory actions under EO 12866 likely fall within this exception. After you have identified such regulations, please contact your OIRA Desk Officer with a list of those regulations as well as a brief explanation of your determination that provides a reference to the statutory or judicial deadline.Second, the Freeze Memo authorizes the Director or Acting Director of the Office of Management and Budget to make exceptions from the Freeze Memo's requirements under paragraphs 1-3 ""for emergency situations or other urgent circumstances relating to health, safety, financial, or national security matters, or otherwise."" Please send your OIRA Desk Officer a list of such regulations, if any; the type of regulatory action each regulation is; which paragraphs of the Freeze Memo those regulations should be excepted from; and a brief explanation for each such regulation of the emergency situation or urgent health, safety, financial, national security, or other matter that forms the basis of the requested exception. The Office of Management and Budget will review your justification promptly and provide further guidance.ApplicabilityAs used in this Memorandum, ""regulation"" has the meaning given to ""regulatory action"" in section 3( e) of EO 12866, and also includes any ""guidance document"" as defined in section 3(g) of EO 12866 as it existed when EO 13422 was in effect. In other words, ""regulation"" means:1. [A]ny substantive action by an agency (normally[5] published in the Federal Register) that promulgates or is expected to lead to the promulgation of a final rule or regulation, including notices of inquiry, advance notices of proposed rulemaking, and notices of proposed rulemaking, and2. Any agency statement of general applicability and future effect, other than a regulatory action as defined in EO 12866, ""that sets forth a policy on a statutory, regulatory, or technical issue or an interpretation of a statutory or regulatory issue.""If you have any questions about this Memorandum, the Freeze Memo, or the review process, please contact your OIRA Desk Officer.APPENDIX A[AGENCY LETTERHEAD]January [XX], 2017Oliver Potts, DirectorOffice of the Federal Register (F)The National Archives and Records Administration8601 Adelphi RoadCollege Park, MD 20740-600 IDear Mr. Potts:Please withdraw from publication the rule [NAME OF REGULATORY ACTION and RELEVANT IDENTIFYINGINFORMATION], which is currently [on public inspection and] scheduled to publish in the Federal Register on January [YY], 2017.This request is made in compliance with the White House Chief of Staff Memorandum titled Regulatory Freeze Pending Review, signed on January 20 2017, by White House Chief of Staff Reince Priebus.Sincerely,[SlGN]Type name,Title[1]In accordance with the Freeze Memo, this Memorandum uses a broad definition of ""regulation."" Please see the Applicability section below for more information.[2]For guidance documents, as referenced in the Applicability section, it may not be appropriate to go through notice and comment for a postponement,e.g.,when the initial guidance did not go through notice andcomment.[3]The Freeze Memo indicates that such a department or agency head may delegate this power of review and approval to any other person so appointed or designated by the President, consistent with applicable law.[4]Federal Civil Penalties Inflation Adjustment Act of 1990, Pub. L. No. 101-410, 104 Stat. 890 (amended 2015) (codified as amended at 28 U.S.C.  2461 note).[5]Note there may be circumstances where a substantive action of the type EO 12866 contemplates is not published in the Federal Register.",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
3,2017-01-24,Presidential Memorandum Regarding Construction of the Dakota Access Pipeline,"MEMORANDUM FOR THE SECRETARY OF THE ARMYSUBJECT: Construction of the Dakota Access PipelineSection 1. Policy. The Dakota Access Pipeline (DAPL) under development by Dakota Access, LLC, represents a substantial, multi-billion-dollar private investment in our Nation's energy infrastructure. This approximately 1,100-mile pipeline is designed to carry approximately 500,000 barrels per day of crude oil from the Bakken and Three Forks oil production areas in North Dakota to oil markets in the United States. At this time, the DAPL is more than 90 percent complete across its entire route. Only a limited portion remains to be constructed.I believe that construction and operation of lawfully permitted pipeline infrastructure serve the national interest.Accordingly, pursuant to the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby direct as follows:Sec. 2. Directives. (a) Pipeline Approval Review. The Secretary of the Army shall instruct the Assistant Secretary of the Army for Civil Works and the U.S. Army Corps of Engineers (USACE), including the Commanding General and Chief of Engineers, to take all actions necessary and appropriate to:(i) review and approve in an expedited manner, to the extent permitted by law and as warranted, and with such conditions as are necessary or appropriate, requests for approvals to construct and operate the DAPL, including easements or rights-of-way to cross Federal areas under section 28 of the Mineral Leasing Act, as amended, 30 U.S.C. 185; permits or approvals under section 404 of the Clean Water Act, 33 U.S.C. 1344; permits or approvals under section 14 of the Rivers and Harbors Act, 33 U.S.C. 408; and such other Federal approvals as may be necessary;(ii) consider, to the extent permitted by law and as warranted, whether to rescind or modify the memorandum by the Assistant Secretary of the Army for Civil Works dated December 4, 2016 (Proposed Dakota Access Pipeline Crossing at Lake Oahe, North Dakota), and whether to withdraw the Notice of Intent to Prepare an Environmental Impact Statement in Connection with Dakota Access, LLC's Request for an Easement to Cross Lake Oahe, North Dakota, dated January 18, 2017, and published at 82 Fed. Reg. 5543;(iii) consider, to the extent permitted by law and as warranted, prior reviews and determinations, including the Environmental Assessment issued in July of 2016 for the DAPL, as satisfying all applicable requirements of the National Environmental Policy Act, as amended, 42 U.S.C. 4321 et seq., and any other provision of law that requires executive agency consultation or review (including the consultation or review required under section 7(a) of the Endangered Species Act of 1973, 16 U.S.C. 1536(a));(iv) review and grant, to the extent permitted by law and as warranted, requests for waivers of notice periods arising from or related to USACE real estate policies and regulations; and(v) issue, to the extent permitted by law and as warranted, any approved easements or rights-of-way immediately after notice is provided to the Congress pursuant to section 28(w) of the Mineral Leasing Act, as amended, 30 U.S.C. 185(w).(b) Publication. The Secretary of the Army shall promptly provide a copy of this memorandum to the Speaker of the House of Representatives, the President pro tempore of the Senate, the Majority Leader of the Senate, and the Governors of each State located along the Dakota Access Pipeline route. The Secretary of the Army is authorized and directed to publish this memorandum in the Federal Register.(c) Private Property. Nothing in this memorandum alters any Federal, State, or local process or condition in effect on the date of this memorandum that is necessary to secure access from an owner of private property to construct the pipeline and facilities described herein. Land or an interest in land for the pipeline and facilities described herein may only be acquired consistently with the Constitution and applicable State laws.Sec. 3. General Provisions. (a) Nothing in this memorandum shall be construed to impair or otherwise affect:(i) the authority granted by law to an executive department or agency, or the head thereof; or(ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.(b) This memorandum shall be implemented consistent with applicable law and subject to the availability of appropriations.(c) This memorandum is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.DONALD J. TRUMP",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
4,2017-01-24,Presidential Memorandum Regarding Construction of the Keystone XL Pipeline,"MEMORANDUM FOR THE SECRETARY OF STATE                   THE SECRETARY OF THE ARMY                   THE SECRETARY OF THE INTERIORSUBJECT: Construction of the Keystone XL PipelineSection 1. Policy. In accordance with Executive Order 11423 of August 16, 1968, as amended, and Executive Order 13337 of April 30, 2004, the Secretary of State has delegated authority to receive applications for Presidential permits for the construction, connection, operation, or maintenance, at the borders of the United States, of facilities for the exportation or importation of petroleum, petroleum products, coal, or other fuels to or from a foreign country, and to issue or deny such Presidential permits. As set forth in those Executive Orders, the Secretary of State should issue a Presidential permit for any cross-border pipeline project that ""would serve the national interest.""Accordingly, pursuant to the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby direct as follows:Sec. 2. Invitation to Submit an Application. I hereby invite TransCanada Keystone Pipeline, L.P. (TransCanada), to promptly re-submit its application to the Department of State for a Presidential permit for the construction and operation of the Keystone XL Pipeline, a major pipeline for the importation of petroleum from Canada to the United States.Sec. 3. Directives. (a) Department of State. The Secretary of State shall, if the application referred to in section 2 is submitted, receive the application and take all actions necessary and appropriate to facilitate its expeditious review. With respect to that review, I hereby direct as follows:(i) The Secretary of State shall reach a final permitting determination, including a final decision as to any conditions on issuance of the permit that are necessary or appropriate to serve the national interest, within 60 days of TransCanada's submission of the permit application.(ii) To the maximum extent permitted by law, the Final Supplemental Environmental Impact Statement issued by the Department of State in January 2014 regarding the Keystone XL Pipeline (Final Supplemental EIS) and the environmental analysis, consultation, and review described in that document (including appendices) shall be considered by the Secretary of State to satisfy the following with respect to the Keystone XL Pipeline as described in TransCanada's permit application to the Department of State of May 4, 2012:(A) all applicable requirements of the National Environmental Policy Act of 1969, 42 U.S.C. 4321 et seq.; and(B) any other provision of law that requires executive department consultation or review (including the consultation or review required under section 7(a) of the Endangered Species Act of 1973, 16 U.S.C. 1536(a)).(iii) To the maximum extent permitted by law, any Federal permit or authorization issued before the date of this memorandum for the Keystone XL Pipeline shall remain in effect until the completion of the project.(iv) The agency notification and fifteen-day delay requirements of sections 1(g), 1(h), and 1(i) of Executive Order 13337 are hereby waived on the basis that, under the circumstances, observance of these requirements would be unnecessary, unwarranted, and a waste of resources.(b) Department of the Army. The Secretary of the Army shall, if the application referred to in section 2 is submitted and a Presidential permit issued, instruct the Assistant Secretary of the Army for Civil Works and the U.S. Army Corps of Engineers, including the Commanding General and Chief of Engineers, to take all actions necessary and appropriate to review and approve as warranted, in an expedited manner, requests for authorization to utilize Nationwide Permit 12 under section 404(e) of the Clean Water Act, 33 U.S.C. 1344(e), with respect to crossings of the ""waters of the United States"" by the Keystone XL Pipeline, to the maximum extent permitted by law.(c) Department of the Interior. The Secretary of the Interior, as well as the Directors of the Bureau of Land Management and the United States Fish and Wildlife Service, shall, if the application referred to in section 2 is submitted and a Presidential permit issued, take all steps necessary and appropriate to review and approve as warranted, in an expedited manner, requests for approvals related to the Keystone XL Pipeline, to the maximum extent permitted by law, including: (i) requests for grants of right-of-way and temporary use permits from the Bureau of Land Management; (ii) requests under the United States Fish and Wildlife Service's regulations implementing the Migratory Bird Treaty Act, 16 U.S.C. 703 et seq.; and (iii) requests for approvals or other relief related to other applicable laws and regulations.(d) Publication. The Secretary of State shall promptly provide a copy of this memorandum to the Speaker of the House of Representatives, the President pro tempore of the Senate, the Majority Leader of the Senate, and the Governors of each State located along the Keystone XL Pipeline route as described in TransCanada's application of May 4, 2012. The Secretary of State is authorized and directed to publish this memorandum in the Federal Register.(e) Private Property. Nothing in this memorandum alters any Federal, State, or local process or condition in effect on the date of this memorandum that is necessary to secure access from an owner of private property to construct the pipeline and cross-border facilities described herein. Land or an interest in land for the pipeline and cross-border facilities described herein may only be acquired consistently with the Constitution and applicable State laws.Sec. 4. General Provisions. (a) Nothing in this memorandum shall be construed to impair or otherwise affect:(i) the authority granted by law to an executive department or agency, or the head thereof; or(ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.(b) This memorandum shall be implemented consistent with applicable law and subject to the availability of appropriations.(c) This memorandum is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.DONALD J. TRUMP",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
5,2017-01-24,Executive Order Expediting Environmental Reviews and Approvals For High Priority Infrastructure Projects,"EXECUTIVE ORDER- - - - - - -EXPEDITING ENVIRONMENTAL REVIEWS AND APPROVALSFOR HIGH PRIORITY INFRASTRUCTURE PROJECTSBy the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby direct as follows:Section 1. Purpose. Infrastructure investment strengthens our economic platform, makes America more competitive, creates millions of jobs, increases wages for American workers, and reduces the costs of goods and services for American families and consumers. Too often, infrastructure projects in the United States have been routinely and excessively delayed by agency processes and procedures. These delays have increased project costs and blocked the American people from the full benefits of increased infrastructure investments, which are important to allowing Americans to compete and win on the world economic stage. Federal infrastructure decisions should be accomplished with maximum efficiency and effectiveness, while also respecting property rights and protecting public safety and the environment. To that end, it is the policy of the executive branch to streamline and expedite, in a manner consistent with law, environmental reviews and approvals for all infrastructure projects, especially projects that are a high priority for the Nation, such as improving the U.S. electric grid and telecommunications systems and repairing and upgrading critical port facilities, airports, pipelines, bridges, and highways.Sec. 2. Identification of High Priority Infrastructure Projects. With respect to infrastructure projects for which Federal reviews and approvals are required, upon request by the Governor of a State, or the head of any executive department or agency (agency), or on his or her own initiative, the Chairman of the White House Council on Environmental Quality (CEQ) shall, within 30 days after a request is made, decide whether an infrastructure project qualifies as a ""high priority"" infrastructure project. This determination shall be made after consideration of the project's importance to the general welfare, value to the Nation, environmental benefits, and such other factors as the Chairman deems relevant.Sec. 3. Deadlines. With respect to any project designated as a high priority under section 2 of this order, the Chairman of the CEQ shall coordinate with the head of the relevant agency to establish, in a manner consistent with law, expedited procedures and deadlines for completion of environmental reviews and approvals for such projects. All agencies shall give highest priority to completing such reviews and approvals by the established deadlines using all necessary and appropriate means. With respect to deadlines established consistent with this section that are not met, the head of the relevant agency shall provide a written explanation to the Chairman explaining the causes for the delay and providing concrete actions taken by the agency to complete such reviews and approvals as expeditiously as possible.Sec. 4. General Provisions. (a) This order shall be implemented consistent with applicable law and subject to the availability of appropriations.(b) Nothing in this order shall be construed to impair or otherwise affect:(i) the authority granted by law to an executive department or agency or the head thereof; or(ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.(c) All actions taken pursuant to this order shall be consistent with requirements and authorities to protect intelligence and law enforcement sources and methods. Nothing in this order shall be interpreted to supersede measures established under authority of law to protect the security and integrity of specific activities and associations that are in direct support of intelligence and law enforcement operations.(d) This order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.DONALD J. TRUMPTHE WHITE HOUSE,January 24, 2017.",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
6,2017-01-24,Presidential Memorandum Regarding Construction of American Pipelines,"MEMORANDUM FOR THE SECRETARY OF COMMERCESUBJECT: Construction of American PipelinesThe Secretary of Commerce, in consultation with all relevant executive departments and agencies, shall develop a plan under which all new pipelines, as well as retrofitted, repaired, or expanded pipelines, inside the borders of the United States, including portions of pipelines, use materials and equipment produced in the United States, to the maximum extent possible and to the extent permitted by law. The Secretary shall submit the plan to the President within 180 days of the date of this memorandum.""Produced in the United States"" shall mean:(i) With regard to iron or steel products, that all manufacturing processes for such iron or steel products, from the initial melting stage through the application of coatings, occurred in the United States.(ii) Steel or iron material or products manufactured abroad from semi-finished steel or iron from the United States are not ""produced in the United States"" for purposes of this memorandum.(iii) Steel or iron material or products manufactured in the United States from semi-finished steel or iron of foreign origin are not ""produced in the United States"" for purposes of this memorandum.The Secretary of Commerce is hereby authorized and directed to publish this memorandum in the Federal Register.DONALD J. TRUMP",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
7,2017-01-24,Presidential Memorandum Streamlining Permitting and Reducing Regulatory Burdens for Domestic Manufacturing,"January 24, 2017MEMORANDUM FOR THE HEADS OF EXECUTIVE DEPARTMENTS AND AGENCIESSUBJECT: Streamlining Permitting and Reducing Regulatory Burdens for Domestic ManufacturingBy the authority vested in me as President by the Constitution and the laws of the United States of America, I hereby direct the following:Section 1. Purpose. This memorandum directs executive departments and agencies (agencies) to support the expansion of manufacturing in the United States through expedited reviews of and approvals for proposals to construct or expand manufacturing facilities and through reductions in regulatory burdens affecting domestic manufacturing.Sec. 2. Stakeholder Consultation on Streamlining Permitting. The Secretary of Commerce shall conduct outreach to stakeholders concerning the impact of Federal regulations on domestic manufacturing and shall solicit comments from the public for a period not to exceed 60 days concerning Federal actions to streamline permitting and reduce regulatory burdens for domestic manufacturers. As part of this process, the Secretary of Commerce shall coordinate with the Secretaries of Agriculture and Energy, the Administrator of the Environmental Protection Agency, the Director of the Office of Management and Budget, the Administrator of the Small Business Administration, and such other agency heads as may be appropriate.Sec. 3. Permit Streamlining Action Plan. Within 60 days after completion of the process described in section 2 of this memorandum, the Secretary of Commerce shall submit a report to the President setting forth a plan to streamline Federal permitting processes for domestic manufacturing and to reduce regulatory burdens affecting domestic manufacturers. The report should identify priority actions as well as recommended deadlines for completing actions. The report also may include recommendations for any necessary changes to existing regulations or statutes, as well as actions to change policies, practices, or procedures that can be taken immediately under existing authority.Sec. 4. General Provisions. (a) Nothing in this memorandum shall be construed to impair or otherwise affect:(i) the authority granted by law to an executive department or agency, or the head thereof; or(ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.(b) This memorandum shall be implemented consistent with applicable laws and subject to the availability of appropriations.(c) This memorandum is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.(d) The Secretary of Commerce is hereby authorized and directed to publish this memorandum in the Federal Register.DONALD J. TRUMP",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
8,2017-01-24,President Trump Takes Action to Expedite Priority Energy and Infrastructure Projects,"WASHINGTON, DC  President Donald J. Trump today signed a series of Executive Orders and Presidential Memoranda in keeping with his promise to reduce the burden of regulations and expedite high priority energy and infrastructure projects that will create jobs and increase national security.Presidential Memorandum Regarding Construction of the Keystone XL PipelineWith this Presidential Memorandum, President Trump will help fulfill the campaign promise of initiating the process for approving the Keystone XL Pipeline.The Keystone XL Pipeline is an 1,100-mile crude oil pipeline to connect oil production in Alberta, Canada to refineries in the United States.Construction and operation of the Keystone XL Pipeline, as well as oil production and refining activities related to it, would create tens of thousands of jobs for American workers, enhance our nations energy security, support affordable and reliable energy for American families, and generate significant State and local tax revenues that can be invested in schools, hospitals, and infrastructure.Presidential Memorandum Regarding Construction of the Dakota Access PipelineWith this Presidential Memorandum, President Trump directed the relevant Federal agencies (including the Army Corps of Engineers) to expedite reviews and approvals for the remaining portions of the Dakota Access Pipeline., a $3.8 billion, 1,100-mile pipeline designed to carry around 500,000 barrels per day of crude oil from the Bakken and Three Forks oil production areas in North Dakota to oil markets in the U.S.At this time, DAPL is more than 90% complete across its entire route. Only a limited stretch of the project is not yet constructed. Timely review and approval of energy pipelines is critical to a strong economy, energy independence, and national security.Presidential Memorandum Regarding Construction of American PipelinesIn keeping with his commitment to Buy American, Hire American, President Trump directed the Secretary of Commerce, in consultation with all relevant executive departments and agencies, to develop a plan under which all new pipelines, as well as retrofitted, repaired, or expanded pipelines, inside the borders of the United States, including portions of pipelines, use materials and equipment produced in the United States, to the maximum extent possible and to the extent permitted by law. The Secretary shall submit the plan to the President within 180 days of the date of this memorandum.Presidential Memorandum Streamlining Permitting and Reducing Regulatory Burdens for Domestic ManufacturingWith this Presidential Memorandum, President Trump helps fulfill the campaign promise of boosting domestic manufacturing by determining a plan of action for expediting approvals for manufacturing and reducing regulatory burdens.Under this Presidential Memorandum, the Secretary of Commerce will conduct outreach to stakeholders and solicit comments from the public concerning Federal actions to streamline permitting and reduce regulatory burdens affecting domestic manufacturers.The Commerce Secretary will submit a report to the President identifying recommendations to streamline Federal permitting processes for domestic manufacturing and to reduce regulatory burdens affecting domestic manufacturers. The report should identify priority actions as well as recommended deadlines for completing actions.Executive Order Expediting Environmental Reviews and Approvals For High Priority Infrastructure ProjectsWith this Executive Order, President Trump will establish a framework for expediting environmental reviews for high priority infrastructure projects.Delays and other inefficiencies in the environmental review and permitting process are severely impeding critically important projects to rebuild and modernize our nations infrastructure, such as highways, bridges, tunnels, the electrical grid, ports, water systems, airports, railways and pipelines.According to one study, our antiquated power rigs wastes the equivalent of 200 coal-fired power plants, water pipes leak trillions of gallons of water, and gridlock on roads and railroads wastes hundreds of billions annually.",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
9,2017-01-24,Statement from the White House Press Office,"""It is a longstanding tradition that the children of Presidents are afforded the opportunity to grow up outside of the political spotlight. The White House fully expects this tradition to continue. We appreciate your cooperation in this matter.""",19912.71,112.86000000000058,5600.96,48.02000000000044,2280.07,14.870000000000346
